MSTRG.3949.1	jg21123.t1
MSTRG.25908.1	jg14666.t1
MSTRG.259.1	jg15031.t1
MSTRG.25915.1	jg14671.t1
MSTRG.25917.1	jg7459.t1
MSTRG.25922.1	jg14673.t1
MSTRG.25923.1	jg14674.t1
MSTRG.25924.1	jg14675.t1
MSTRG.25925.1	jg14676.t1
MSTRG.25926.1	jg14677.t1
MSTRG.25931.1	jg14678.t1
MSTRG.2593.1	jg10762.t1
MSTRG.25933.1	jg14679.t1
MSTRG.25934.1	jg14680.t1
MSTRG.25935.1	jg14681.t1
MSTRG.25940.1	jg14682.t3
MSTRG.2594.1	jg10763.t1
MSTRG.25949.1	jg14685.t1
MSTRG.25957.1	jg14686.t1
MSTRG.25967.1	jg14687.t1
MSTRG.25972.1	jg14689.t1
MSTRG.25973.1	jg14690.t1
MSTRG.25975.1	jg14691.t1
MSTRG.25977.1	jg14692.t1
MSTRG.2598.1	jg10767.t1
MSTRG.25988.1	jg14694.t1
MSTRG.7590.1	jg17646.t2
MSTRG.2599.1	jg10768.t1
MSTRG.25996.1	jg14525.t1
MSTRG.26006.1	jg14703.t1
MSTRG.26012.1	jg14704.t1
MSTRG.26013.1	jg14705.t1
MSTRG.26014.1	jg14709.t2
MSTRG.26017.1	jg14711.t1
MSTRG.26018.1	jg14712.t1
MSTRG.26020.1	jg14713.t1
MSTRG.26021.1	jg14714.t1
MSTRG.26024.1	jg14715.t1
MSTRG.640.1	jg15241.t1
MSTRG.726.1	jg15289.t1
MSTRG.26030.1	jg14720.t1
MSTRG.2603.1	jg10769.t1
MSTRG.27579.1	jg17041.t1
MSTRG.26033.1	jg14723.t1
MSTRG.29226.1	jg152.t1
MSTRG.26036.1	jg14724.t1
MSTRG.4778.1	jg3231.t1
MSTRG.26038.1	jg14725.t1
MSTRG.34195.1	jg18292.t1
MSTRG.26041.1	jg14726.t1
MSTRG.26042.1	jg14727.t1
MSTRG.26050.1	jg14729.t1
MSTRG.26051.1	jg14730.t1
MSTRG.26057.1	jg14733.t1
MSTRG.26059.1	jg14734.t1
MSTRG.26062.1	jg14735.t1
MSTRG.26067.1	jg14739.t1
MSTRG.26070.1	jg14740.t1
MSTRG.26072.1	jg14741.t1
MSTRG.26075.1	jg14742.t1
MSTRG.26077.1	jg14744.t1
MSTRG.26117.1	jg14769.t2
MSTRG.26082.1	jg14745.t1
MSTRG.27553.1	jg17021.t1
MSTRG.26094.1	jg14752.t1
MSTRG.33764.1	jg4385.t1
MSTRG.26102.1	jg14759.t1
MSTRG.26103.1	jg14760.t1
MSTRG.26106.1	jg14761.t1
MSTRG.26108.1	jg14764.t1
MSTRG.30651.1	jg7174.t1
MSTRG.26111.1	jg14766.t1
MSTRG.2611.1	jg10773.t1
MSTRG.261.1	jg15032.t2
MSTRG.26120.1	jg14771.t1
MSTRG.26127.1	jg14773.t1
MSTRG.26128.1	jg14778.t1
MSTRG.26129.1	jg14775.t1
MSTRG.26135.1	jg14779.t1
MSTRG.26136.1	jg14780.t1
MSTRG.26137.1	jg14781.t1
MSTRG.26139.1	jg14783.t2
MSTRG.26141.1	jg14784.t1
MSTRG.26142.1	jg14787.t1
MSTRG.26143.1	jg14790.t1
MSTRG.26146.1	jg14791.t1
MSTRG.26148.1	jg14793.t1
MSTRG.26161.1	jg14794.t1
MSTRG.733.1	jg15296.t1
MSTRG.26163.1	jg14796.t1
MSTRG.26165.1	jg14797.t1
MSTRG.26166.1	jg14798.t1
MSTRG.26170.1	jg14799.t1
MSTRG.2617.1	jg10776.t1
MSTRG.26171.1	jg14800.t1
MSTRG.26172.1	jg14801.t1
MSTRG.26173.1	jg14802.t1
MSTRG.26176.1	jg14806.t1
MSTRG.26177.1	jg14807.t1
MSTRG.26178.1	jg14808.t1
MSTRG.31376.1	jg19539.t1
MSTRG.26183.1	jg14810.t1
MSTRG.26184.1	jg14811.t1
MSTRG.26188.1	jg14813.t1
MSTRG.26189.1	jg14815.t1
MSTRG.26193.1	jg14818.t1
MSTRG.26195.1	jg14820.t1
MSTRG.26196.1	jg14823.t1
MSTRG.26198.1	jg20514.t1
MSTRG.8028.1	jg17885.t1
MSTRG.26201.1	jg14826.t1
MSTRG.26203.1	jg14827.t1
MSTRG.26206.1	jg13253.t1
MSTRG.26207.1	jg13254.t1
MSTRG.26208.1	jg13255.t1
MSTRG.26209.1	jg13256.t1
MSTRG.26210.1	jg13257.t1
MSTRG.26212.1	jg13261.t1
MSTRG.26219.1	jg6965.t1
MSTRG.2622.1	jg10777.t1
MSTRG.26225.1	jg13263.t1
MSTRG.26226.1	jg13264.t1
MSTRG.26227.1	jg13265.t1
MSTRG.2623.1	jg10780.t1
MSTRG.26235.1	jg13270.t1
MSTRG.26236.1	jg13271.t1
MSTRG.26237.1	jg13272.t1
MSTRG.2624.1	jg10781.t1
MSTRG.26243.1	jg13275.t1
MSTRG.26246.1	jg13276.t1
MSTRG.26248.1	jg13277.t1
MSTRG.2625.1	jg10782.t1
MSTRG.26252.1	jg13279.t1
MSTRG.26253.1	jg13280.t1
MSTRG.26261.1	jg13283.t1
MSTRG.2626.1	jg10783.t1
MSTRG.26262.1	jg13285.t1
MSTRG.26268.1	jg13286.t1
MSTRG.26273.1	jg13288.t1
MSTRG.26276.1	jg13289.t1
MSTRG.26316.1	jg13314.t1
MSTRG.26284.1	jg13292.t1
MSTRG.28144.1	jg13293.t1
MSTRG.2629.1	jg10785.t1
MSTRG.26298.1	jg13303.t1
MSTRG.26299.1	jg13304.t1
MSTRG.26301.1	jg13305.t1
MSTRG.26303.1	jg13306.t1
MSTRG.26304.1	jg13307.t1
MSTRG.26310.1	jg13308.t1
MSTRG.26311.1	jg13309.t1
MSTRG.263.1	jg15035.t1
MSTRG.26312.1	jg13310.t1
MSTRG.26314.1	jg13311.t1
MSTRG.26315.1	jg13312.t1
MSTRG.4838.1	jg3258.t1
MSTRG.26323.1	jg13317.t1
MSTRG.26324.1	jg13318.t1
MSTRG.26325.1	jg13319.t1
MSTRG.26331.1	jg13321.t1
MSTRG.2633.1	jg10787.t1
MSTRG.26332.1	jg13324.t1
MSTRG.26333.1	jg13323.t1
MSTRG.26335.1	jg13326.t1
MSTRG.26337.1	jg13327.t1
MSTRG.26338.1	jg13328.t1
MSTRG.26344.1	jg13329.t1
MSTRG.26348.1	jg13334.t1
MSTRG.26350.1	jg13336.t1
MSTRG.26355.1	jg13342.t1
MSTRG.26359.1	jg13344.t1
MSTRG.26360.1	jg13346.t1
MSTRG.26361.1	jg13345.t1
MSTRG.26366.1	jg13350.t1
MSTRG.26372.1	jg13352.t1
MSTRG.26373.1	jg13358.t1
MSTRG.26374.1	jg13360.t1
MSTRG.26375.1	jg13364.t1
MSTRG.26376.1	jg13365.t1
MSTRG.26378.1	jg13367.t1
MSTRG.26387.1	jg13371.t1
MSTRG.26388.1	jg13372.t1
MSTRG.26390.1	jg13373.t1
MSTRG.2639.1	jg10788.t1
MSTRG.26392.1	jg13375.t1
MSTRG.26393.1	jg13376.t1
MSTRG.26398.1	jg13381.t1
MSTRG.26401.1	jg13382.t1
MSTRG.26403.1	jg13383.t1
MSTRG.26418.1	jg22155.t1
MSTRG.26423.1	jg13389.t1
MSTRG.26425.1	jg13390.t1
MSTRG.26428.1	jg13392.t1
MSTRG.26429.1	jg13393.t1
MSTRG.26436.1	jg13398.t2
MSTRG.26437.1	jg13400.t1
MSTRG.26439.1	jg13401.t1
MSTRG.26440.1	jg13402.t1
MSTRG.26441.1	jg13403.t1
MSTRG.26445.1	jg13408.t1
MSTRG.26448.1	jg13409.t2
MSTRG.26451.1	jg13411.t1
MSTRG.26452.1	jg13412.t1
MSTRG.26456.1	jg13413.t1
MSTRG.26459.1	jg13414.t1
MSTRG.26460.1	jg13415.t1
MSTRG.26461.1	jg13418.t1
MSTRG.26479.1	jg13420.t2
MSTRG.26482.1	jg13425.t1
MSTRG.26487.1	jg13428.t1
MSTRG.26488.1	jg13427.t1
MSTRG.26499.1	jg13432.t1
MSTRG.26505.1	jg13434.t1
MSTRG.26508.1	jg13435.t1
MSTRG.5584.1	jg3668.t1
MSTRG.2651.1	jg10790.t1
MSTRG.26512.1	jg13436.t1
MSTRG.265.1	jg15036.t1
MSTRG.26517.1	jg13429.t1
MSTRG.26518.1	jg13438.t1
MSTRG.26522.1	jg13439.t1
MSTRG.26526.1	jg13443.t1
MSTRG.26528.1	jg13444.t1
MSTRG.26539.1	jg13450.t1
MSTRG.26541.1	jg13451.t1
MSTRG.275.1	jg15040.t1
MSTRG.26543.1	jg13452.t1
MSTRG.26545.1	jg13453.t1
MSTRG.26547.1	jg13454.t1
MSTRG.26549.1	jg13455.t1
MSTRG.26550.1	jg13457.t1
MSTRG.26551.1	jg13459.t1
MSTRG.26552.1	jg13460.t1
MSTRG.26558.1	jg13462.t1
MSTRG.26559.1	jg13463.t1
MSTRG.29448.1	jg18300.t1
MSTRG.26561.1	jg13464.t1
MSTRG.26562.1	jg13465.t1
MSTRG.26565.1	jg13466.t1
MSTRG.26573.1	jg13472.t1
MSTRG.26574.1	jg13473.t1
MSTRG.26575.1	jg13474.t1
MSTRG.26576.1	jg13475.t1
MSTRG.26577.1	jg13478.t1
MSTRG.26578.1	jg13479.t1
MSTRG.4025.1	jg12559.t1
MSTRG.26582.1	jg13480.t1
MSTRG.26645.1	jg13525.t1
MSTRG.26591.1	jg13484.t1
MSTRG.26596.1	jg13485.t1
MSTRG.26597.1	jg13486.t1
MSTRG.26598.1	jg13488.t1
MSTRG.26607.1	jg13661.t1
MSTRG.26610.1	jg13501.t1
MSTRG.26612.1	jg13499.t1
MSTRG.26616.1	jg13504.t1
MSTRG.26618.1	jg14496.t1
MSTRG.26622.1	jg13506.t1
MSTRG.26627.1	jg13508.t1
MSTRG.26628.1	jg13507.t1
MSTRG.26629.1	jg13509.t1
MSTRG.26630.1	jg13510.t1
MSTRG.26632.1	jg13514.t1
MSTRG.26633.1	jg13515.t1
MSTRG.26635.1	jg13516.t1
MSTRG.26637.1	jg13517.t1
MSTRG.26638.1	jg13518.t1
MSTRG.26639.1	jg13519.t1
MSTRG.26642.1	jg13520.t1
MSTRG.26643.1	jg13521.t1
MSTRG.26644.1	jg13522.t1
MSTRG.2665.1	jg10795.t1
MSTRG.26656.1	jg13528.t1
MSTRG.26657.1	jg13529.t1
MSTRG.2668.1	jg10796.t1
MSTRG.26668.1	jg13531.t1
MSTRG.26674.1	jg13534.t1
MSTRG.26677.1	jg13536.t1
MSTRG.26678.1	jg13538.t1
MSTRG.26685.1	jg13539.t1
MSTRG.26687.1	jg13540.t1
MSTRG.35822.1	jg3947.t1
MSTRG.2669.1	jg10797.t1
MSTRG.26693.1	jg13541.t1
MSTRG.26696.1	jg13546.t1
MSTRG.9146.1	jg6024.t2
MSTRG.26701.1	jg13547.t1
MSTRG.2670.1	jg10798.t1
MSTRG.26702.1	jg13548.t1
MSTRG.26705.1	jg13550.t1
MSTRG.26708.1	jg13554.t1
MSTRG.26709.1	jg13555.t1
MSTRG.28103.1	jg17394.t1
MSTRG.26719.1	jg13558.t1
MSTRG.26721.1	jg13559.t1
MSTRG.26724.1	jg13561.t1
MSTRG.26726.1	jg13562.t1
MSTRG.9509.1	jg6222.t1
MSTRG.26731.1	jg13563.t1
MSTRG.26734.1	jg13565.t1
MSTRG.26737.1	jg13568.t1
MSTRG.2674.1	jg10799.t1
MSTRG.26746.1	jg13571.t1
MSTRG.26747.1	jg13572.t1
MSTRG.26758.1	jg13576.t1
MSTRG.26759.1	jg13577.t1
MSTRG.26760.1	jg13578.t1
MSTRG.2676.1	jg10801.t1
MSTRG.26762.1	jg13579.t1
MSTRG.26766.1	jg13580.t1
MSTRG.26767.1	jg13581.t1
MSTRG.8673.1	jg18252.t1
MSTRG.26776.1	jg13584.t1
MSTRG.26777.1	jg13586.t1
MSTRG.26787.1	jg13592.t2
MSTRG.26788.1	jg13593.t1
MSTRG.27469.1	jg13969.t1
MSTRG.26791.1	jg13595.t1
MSTRG.2679.1	jg10802.t1
MSTRG.26794.1	jg13596.t1
MSTRG.26795.1	jg13597.t2
MSTRG.26796.1	jg13598.t1
MSTRG.2680.1	jg10803.t1
MSTRG.26810.1	jg13604.t1
MSTRG.2681.1	jg10804.t1
MSTRG.26813.1	jg13606.t1
MSTRG.26814.1	jg13607.t1
MSTRG.26820.1	jg13609.t1
MSTRG.26826.1	jg13610.t1
MSTRG.26827.1	jg13611.t1
MSTRG.26829.1	jg13612.t1
MSTRG.26831.1	jg13613.t1
MSTRG.26835.1	jg13614.t1
MSTRG.26837.1	jg13616.t1
MSTRG.26838.1	jg13619.t1
MSTRG.26839.1	jg13620.t1
MSTRG.26840.1	jg13621.t1
MSTRG.26841.1	jg13622.t1
MSTRG.28237.1	jg17464.t1
MSTRG.2685.1	jg10807.t1
MSTRG.27374.1	jg13920.t1
MSTRG.26853.1	jg13624.t1
MSTRG.26856.1	jg13625.t1
MSTRG.26857.1	jg13626.t1
MSTRG.26861.1	jg13627.t1
MSTRG.2686.1	jg10808.t1
MSTRG.26869.1	jg13628.t1
MSTRG.26870.1	jg13629.t1
MSTRG.26873.1	jg13630.t1
MSTRG.26877.1	jg13633.t1
MSTRG.26879.1	jg13635.t1
MSTRG.2688.1	jg10810.t1
MSTRG.26882.1	jg13640.t1
MSTRG.26883.1	jg13642.t1
MSTRG.26885.1	jg13643.t2
MSTRG.6679.1	jg12737.t1
MSTRG.26895.1	jg13648.t1
MSTRG.26896.1	jg13649.t1
MSTRG.26897.1	jg13650.t1
MSTRG.26906.1	jg13654.t1
MSTRG.2691.1	jg10813.t1
MSTRG.26919.1	jg13660.t1
MSTRG.26922.1	jg13663.t1
MSTRG.26923.1	jg13665.t1
MSTRG.26924.1	jg13666.t1
MSTRG.26925.1	jg13667.t1
MSTRG.26926.1	jg13668.t1
MSTRG.3705.1	jg12388.t1
MSTRG.26935.1	jg13673.t1
MSTRG.26936.1	jg13674.t1
MSTRG.26937.1	jg13675.t1
MSTRG.26938.1	jg13676.t1
MSTRG.26939.1	jg13677.t1
MSTRG.26940.1	jg13678.t1
MSTRG.26941.1	jg13679.t1
MSTRG.26946.1	jg13681.t1
MSTRG.26951.1	jg13682.t1
MSTRG.26952.1	jg13684.t2
MSTRG.28492.1	jg17582.t1
MSTRG.26956.1	jg13685.t1
MSTRG.26957.1	jg13686.t1
MSTRG.26958.1	jg13689.t1
MSTRG.26963.1	jg13691.t1
MSTRG.26965.1	jg13692.t1
MSTRG.26968.1	jg13693.t1
MSTRG.26970.1	jg13694.t1
MSTRG.2697.1	jg10819.t1
MSTRG.26976.1	jg13695.t1
MSTRG.26977.1	jg13696.t1
MSTRG.26978.1	jg13697.t1
MSTRG.26983.1	jg13698.t1
MSTRG.26984.1	jg13699.t1
MSTRG.26985.1	jg13700.t1
MSTRG.34318.1	jg1446.t1
MSTRG.26988.1	jg13701.t1
MSTRG.26989.1	jg13702.t1
MSTRG.26990.1	jg13703.t1
MSTRG.26991.1	jg13705.t1
MSTRG.26992.1	jg5823.t2
MSTRG.26995.1	jg13707.t1
MSTRG.26999.1	jg13708.t1
MSTRG.27003.1	jg13710.t1
MSTRG.27005.1	jg13713.t1
MSTRG.27009.1	jg13715.t1
MSTRG.27010.1	jg13716.t1
MSTRG.27011.1	jg13717.t1
MSTRG.270.1	jg15037.t3
MSTRG.27013.1	jg13718.t1
MSTRG.27015.1	jg13719.t1
MSTRG.27016.1	jg13720.t1
MSTRG.27018.1	jg13721.t1
MSTRG.27029.1	jg13723.t1
MSTRG.27030.1	jg13724.t1
MSTRG.31852.1	jg31.t1
MSTRG.27032.1	jg13725.t1
MSTRG.27034.1	jg13726.t1
MSTRG.27035.1	jg13727.t1
MSTRG.27036.1	jg13730.t1
MSTRG.2704.1	jg10822.t1
MSTRG.27044.1	jg13736.t1
MSTRG.27048.1	jg13738.t1
MSTRG.27053.1	jg15669.t1
MSTRG.27055.1	jg13739.t1
MSTRG.27061.1	jg13742.t1
MSTRG.2706.1	jg10823.t1
MSTRG.27062.1	jg13744.t1
MSTRG.27063.1	jg13745.t1
MSTRG.27067.1	jg13746.t1
MSTRG.27068.1	jg13747.t1
MSTRG.27070.1	jg13748.t1
MSTRG.27126.1	jg13775.t1
MSTRG.27072.1	jg13749.t1
MSTRG.31954.1	jg371.t1
MSTRG.27075.1	jg13752.t1
MSTRG.27086.1	jg13603.t1
MSTRG.27088.1	jg13755.t1
MSTRG.27089.1	jg13756.t1
MSTRG.27090.1	jg13757.t1
MSTRG.27092.1	jg13758.t1
MSTRG.27093.1	jg13761.t1
MSTRG.27095.1	jg13760.t1
MSTRG.27096.1	jg21044.t1
MSTRG.27097.1	jg13762.t1
MSTRG.27098.1	jg13763.t1
MSTRG.2710.1	jg10824.t2
MSTRG.27102.1	jg13764.t1
MSTRG.27104.1	jg13765.t1
MSTRG.35988.1	jg579.t1
MSTRG.27108.1	jg13766.t1
MSTRG.27117.1	jg13769.t1
MSTRG.34606.1	jg13770.t1
MSTRG.27124.1	jg13773.t1
MSTRG.27127.1	jg13776.t1
MSTRG.27128.1	jg13777.t1
MSTRG.27129.1	jg13778.t1
MSTRG.27131.1	jg13779.t1
MSTRG.27134.1	jg13781.t1
MSTRG.27137.1	jg13782.t1
MSTRG.27138.1	jg13783.t1
MSTRG.27143.1	jg13785.t1
MSTRG.27145.1	jg13786.t2
MSTRG.27149.1	jg13793.t1
MSTRG.27155.1	jg13797.t1
MSTRG.27157.1	jg13798.t1
MSTRG.27159.1	jg13800.t1
MSTRG.27160.1	jg13802.t1
MSTRG.27161.1	jg13804.t1
MSTRG.27164.1	jg13807.t1
MSTRG.27165.1	jg13808.t1
MSTRG.27166.1	jg13809.t2
MSTRG.27168.1	jg13810.t1
MSTRG.27171.1	jg13811.t1
MSTRG.27172.1	jg13812.t1
MSTRG.27173.1	jg13814.t1
MSTRG.27176.1	jg13815.t1
MSTRG.27177.1	jg13816.t1
MSTRG.27183.1	jg13817.t1
MSTRG.27184.1	jg13818.t1
MSTRG.27185.1	jg13819.t1
MSTRG.27186.1	jg13820.t1
MSTRG.31396.1	jg4143.t1
MSTRG.27190.1	jg13823.t1
MSTRG.27192.1	jg13824.t1
MSTRG.27193.1	jg13826.t1
MSTRG.27194.1	jg13827.t1
MSTRG.27196.1	jg13828.t1
MSTRG.27197.1	jg13829.t1
MSTRG.27199.1	jg13830.t1
MSTRG.9382.1	jg6147.t1
MSTRG.2720.1	jg10826.t1
MSTRG.27206.1	jg13837.t1
MSTRG.27207.1	jg13838.t1
MSTRG.27208.1	jg13839.t1
MSTRG.27210.1	jg13841.t1
MSTRG.2721.1	jg10827.t1
MSTRG.272.1	jg15038.t1
MSTRG.27214.1	jg13842.t1
MSTRG.27215.1	jg13843.t1
MSTRG.27216.1	jg13844.t1
MSTRG.27217.1	jg13845.t1
MSTRG.27220.1	jg13847.t1
MSTRG.27221.1	jg13849.t1
MSTRG.27222.1	jg13850.t1
MSTRG.27223.1	jg13852.t1
MSTRG.27228.1	jg4099.t1
MSTRG.27235.1	jg13857.t1
MSTRG.27237.1	jg13858.t1
MSTRG.6520.1	jg21305.t1
MSTRG.27245.1	jg13862.t1
MSTRG.27246.1	jg13863.t1
MSTRG.27249.1	jg13864.t1
MSTRG.2725.1	m1-g8755.t1
MSTRG.27253.1	jg13865.t1
MSTRG.27254.1	jg13866.t1
MSTRG.27255.1	jg13867.t1
MSTRG.27259.1	jg13868.t1
MSTRG.27260.1	jg13869.t1
MSTRG.27268.1	jg13871.t1
MSTRG.27272.1	jg13872.t1
MSTRG.27275.1	jg13875.t1
MSTRG.27277.1	jg13877.t1
MSTRG.27281.1	jg13879.t2
MSTRG.27283.1	jg13881.t1
MSTRG.27286.1	jg13886.t1
MSTRG.27289.1	jg13887.t1
MSTRG.27307.1	jg13890.t1
MSTRG.2731.1	jg10835.t1
MSTRG.273.1	jg15039.t1
MSTRG.27314.1	jg13895.t1
MSTRG.27316.1	jg13896.t1
MSTRG.27317.1	jg13897.t1
MSTRG.27320.1	jg13899.t1
MSTRG.2732.1	jg10829.t1
MSTRG.27324.1	jg13901.t1
MSTRG.35885.1	jg19853.t1
MSTRG.27327.1	jg14572.t1
MSTRG.27329.1	jg13902.t1
MSTRG.2733.1	jg10832.t1
MSTRG.27331.1	jg13904.t1
MSTRG.27338.1	jg13906.t2
MSTRG.27341.1	jg13908.t2
MSTRG.27346.1	jg13910.t1
MSTRG.2735.1	jg10833.t1
MSTRG.27355.1	jg13912.t1
MSTRG.6608.1	jg11640.t1
MSTRG.27357.1	jg13913.t1
MSTRG.27358.1	jg13914.t1
MSTRG.27360.1	jg13915.t1
MSTRG.27368.1	jg13916.t1
MSTRG.27369.1	jg13917.t1
MSTRG.27372.1	jg13918.t1
MSTRG.27373.1	jg13919.t1
MSTRG.27377.1	jg13097.t1
MSTRG.27382.1	jg13925.t1
MSTRG.27384.1	jg13928.t1
MSTRG.27386.1	jg13930.t1
MSTRG.27389.1	jg13931.t1
MSTRG.27391.1	jg13932.t1
MSTRG.27397.1	jg13933.t1
MSTRG.27402.1	jg13935.t1
MSTRG.27403.1	jg13936.t1
MSTRG.27406.1	jg13937.t1
MSTRG.27409.1	jg13940.t1
MSTRG.2741.1	jg10837.t1
MSTRG.5425.1	jg3570.t1
MSTRG.27417.1	jg13945.t1
MSTRG.27420.1	jg13947.t1
MSTRG.27422.1	jg13949.t1
MSTRG.27423.1	jg13951.t1
MSTRG.27425.1	jg13952.t1
MSTRG.2743.1	jg10838.t1
MSTRG.27435.1	jg13953.t1
MSTRG.27436.1	jg13954.t2
MSTRG.27437.1	jg13955.t1
MSTRG.27439.1	jg13956.t1
MSTRG.27441.1	jg17624.t1
MSTRG.27478.1	jg13974.t1
MSTRG.27445.1	jg13961.t1
MSTRG.27448.1	jg13962.t1
MSTRG.27449.1	jg13963.t1
MSTRG.27450.1	jg13964.t1
MSTRG.27452.1	jg13965.t1
MSTRG.27454.1	jg13966.t1
MSTRG.2746.1	jg10840.t1
MSTRG.27463.1	jg13967.t2
MSTRG.27472.1	jg13970.t1
MSTRG.27475.1	jg13971.t1
MSTRG.27477.1	jg13972.t1
MSTRG.2748.1	jg10841.t1
MSTRG.27487.1	jg13976.t1
MSTRG.27488.1	jg13977.t1
MSTRG.27490.1	jg13978.t1
MSTRG.27491.1	jg13979.t1
MSTRG.27496.1	jg13981.t1
MSTRG.27497.1	jg13982.t1
MSTRG.27498.1	jg13983.t1
MSTRG.27499.1	jg13984.t1
MSTRG.2750.1	jg10842.t1
MSTRG.27503.1	jg13985.t1
MSTRG.27504.1	jg13986.t1
MSTRG.27506.1	jg13987.t1
MSTRG.27507.1	jg13988.t1
MSTRG.27509.1	jg13990.t1
MSTRG.27510.1	jg13991.t1
MSTRG.27511.1	jg13992.t1
MSTRG.27512.1	jg13994.t1
MSTRG.27519.1	jg13997.t1
MSTRG.27520.1	jg13999.t1
MSTRG.27524.1	jg14000.t1
MSTRG.27525.1	jg14002.t1
MSTRG.27528.1	jg14005.t1
MSTRG.5349.1	jg3526.t1
MSTRG.27531.1	jg14006.t1
MSTRG.2753.1	jg10843.t1
MSTRG.27536.1	jg14008.t1
MSTRG.27537.1	jg14009.t1
MSTRG.27539.1	jg14010.t1
MSTRG.2754.1	jg10844.t1
MSTRG.27547.1	jg17016.t1
MSTRG.27548.1	jg17018.t1
MSTRG.27551.1	jg17019.t1
MSTRG.27560.1	jg17024.t1
MSTRG.2756.1	jg10845.t1
MSTRG.27562.1	jg17030.t1
MSTRG.27565.1	jg17033.t1
MSTRG.27571.1	jg17035.t1
MSTRG.27572.1	jg17036.t1
MSTRG.27573.1	jg17037.t1
MSTRG.27576.1	jg17039.t1
MSTRG.27578.1	jg17040.t1
MSTRG.27582.1	jg17042.t1
MSTRG.5770.1	jg20855.t1
MSTRG.27584.1	jg17044.t1
MSTRG.27585.1	jg17045.t1
MSTRG.27588.1	jg17048.t1
MSTRG.27589.1	jg17049.t1
MSTRG.2759.1	jg10846.t1
MSTRG.27772.1	jg17165.t1
MSTRG.27606.1	jg17050.t1
MSTRG.27607.1	jg17051.t1
MSTRG.27608.1	jg17052.t1
MSTRG.27610.1	jg17053.t1
MSTRG.2761.1	jg10847.t1
MSTRG.276.1	jg15041.t1
MSTRG.27612.1	jg17054.t1
MSTRG.27613.1	jg17055.t1
MSTRG.27620.1	jg17057.t1
MSTRG.27622.1	jg17058.t1
MSTRG.27631.1	jg17061.t1
MSTRG.2763.1	jg10848.t1
MSTRG.27632.1	jg17062.t1
MSTRG.27633.1	jg17063.t1
MSTRG.27636.1	jg17071.t1
MSTRG.27638.1	jg17067.t1
MSTRG.27639.1	jg17069.t1
MSTRG.27640.1	jg17070.t1
MSTRG.2764.1	jg10665.t1
MSTRG.5620.1	jg3690.t1
MSTRG.27645.1	jg17072.t1
MSTRG.27647.1	jg17073.t1
MSTRG.27648.1	jg17074.t1
MSTRG.27650.1	jg17078.t1
MSTRG.2765.1	jg10849.t1
MSTRG.27654.1	jg17079.t1
MSTRG.27657.1	jg17084.t1
MSTRG.27661.1	jg17088.t1
MSTRG.5204.1	jg3461.t1
MSTRG.27666.1	jg17089.t1
MSTRG.27667.1	jg17091.t1
MSTRG.27670.1	jg17094.t1
MSTRG.27679.1	jg17099.t1
MSTRG.27682.1	jg17101.t1
MSTRG.27683.1	jg17102.t1
MSTRG.27684.1	jg17104.t1
MSTRG.27685.1	jg17103.t1
MSTRG.27687.1	jg17106.t1
MSTRG.27688.1	jg17107.t1
MSTRG.27689.1	jg17108.t1
MSTRG.27690.1	jg17109.t1
MSTRG.27692.1	jg17114.t1
MSTRG.27693.1	jg17113.t1
MSTRG.2770.1	jg10853.t1
MSTRG.27703.1	jg17118.t1
MSTRG.27704.1	jg17120.t1
MSTRG.27705.1	jg16797.t1
MSTRG.27706.1	jg17122.t1
MSTRG.27707.1	jg17123.t1
MSTRG.36325.1	jg16800.t1
MSTRG.27710.1	jg17126.t1
MSTRG.27711.1	jg17127.t1
MSTRG.27716.1	jg17128.t1
MSTRG.277.1	jg15042.t1
MSTRG.27718.1	jg17129.t1
MSTRG.27722.1	jg17133.t1
MSTRG.27723.1	jg17134.t1
MSTRG.27724.1	jg17135.t1
MSTRG.27730.1	jg17136.t1
MSTRG.466.1	jg20758.t1
MSTRG.27736.1	jg17143.t2
MSTRG.27737.1	jg17144.t2
MSTRG.27738.1	jg17146.t1
MSTRG.33183.1	jg334.t1
MSTRG.27743.1	jg17148.t1
MSTRG.27745.1	jg17151.t1
MSTRG.27747.1	jg17150.t1
MSTRG.27748.1	jg17152.t1
MSTRG.27750.1	jg17154.t1
MSTRG.2775.1	jg10856.t2
MSTRG.27754.1	jg17156.t1
MSTRG.27769.1	jg17164.t1
MSTRG.2776.1	jg10857.t1
MSTRG.27762.1	jg17160.t1
MSTRG.27764.1	jg17161.t1
MSTRG.27765.1	jg17162.t1
MSTRG.27768.1	jg17163.t1
MSTRG.27776.1	jg17166.t1
MSTRG.27780.1	jg17168.t1
MSTRG.2778.1	jg10858.t1
MSTRG.27785.1	jg17171.t1
MSTRG.27788.1	jg17173.t1
MSTRG.27791.1	jg17176.t1
MSTRG.27795.1	jg17177.t1
MSTRG.27796.1	jg17178.t1
MSTRG.27802.1	jg17182.t1
MSTRG.27807.1	jg17184.t2
MSTRG.27814.1	jg17186.t1
MSTRG.27816.1	jg17187.t1
MSTRG.27822.1	jg17189.t1
MSTRG.27829.1	jg17190.t1
MSTRG.27834.1	jg17191.t1
MSTRG.27835.1	jg17192.t1
MSTRG.27836.1	jg17194.t1
MSTRG.27839.1	jg17196.t1
MSTRG.2784.1	jg10864.t1
MSTRG.27848.1	jg17198.t1
MSTRG.2785.1	jg10865.t1
MSTRG.27853.1	jg17584.t1
